Record,Location,X,Y,Longitude,Latitude,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
109,AIRPORT PKWY btwn AIRPORT PKWY/WALKLEY RD SOUTHBOUND ON RAMP,370209.38401,5025284.17522,-75.66503,45.36445,2017,2017-03-29,9:02:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,01 - Approaching
110,AIRPORT PKWY btwn BROOKFIELD RAMP 34 & BRONSON AVE RAMP 24C,368709.77307,5026677.72923,-75.68399,45.37713,2017,2017-09-03,11:03:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
111,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),370990.76880,5023773.23231,-75.65526,45.35078,2017,2017-05-02,8:50:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
112,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),370979.39757,5023799.31927,-75.65540,45.35102,2017,2017-06-11,5:16:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
113,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),371033.27283,5023656.84699,-75.65473,45.34973,2017,2017-08-24,2:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other
114,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),370981.24249,5023793.24317,-75.65538,45.35096,2017,2017-12-14,12:49:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
115,AIRPORT PKWY btwn RAMP & AIRPORT PKWY (2),371031.34358,5023665.19738,-75.65476,45.34980,2017,2017-03-24,12:45:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,05 - Turning movement
116,AIRPORT PKWY btwn RAMP & RAMP (1),369026.46263,5026155.15122,-75.68002,45.37240,2017,2017-12-10,4:46:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe
117,AIRPORT PKWY btwn RAMP & RAMP (1),369001.08028,5026165.47432,-75.68034,45.37249,2017,2017-04-12,6:49:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe
118,AIRPORT PKWY btwn RAMP & RAMP (2),368875.97772,5026278.55212,-75.68192,45.37352,2017,2017-11-09,5:06:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end
119,AIRPORT PKWY btwn RAMP & RAMP (4),371326.17732,5021727.50472,-75.65126,45.33234,2017,2017-05-19,12:07:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement
120,AIRPORT PKWY btwn RAMP & RAMP (4),371310.21865,5021649.90630,-75.65147,45.33165,2017,2017-07-02,3:20:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
121,AIRPORT PKWY btwn RAMP & RAMP (4),371315.92475,5021678.57206,-75.65139,45.33190,2017,2017-08-23,7:26:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,05 - Turning movement
122,AIRPORT PKWY btwn RAMP & RAMP (4),371331.46629,5021757.87583,-75.65118,45.33262,2017,2017-08-30,4:39:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
123,AIRPORT PKWY btwn RAMP & RAMP (4),371289.57328,5022111.54139,-75.65167,45.33580,2017,2017-02-13,7:51:00 AM,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching
124,AIRPORT PKWY btwn RAMP & RAMP (4),371306.77932,5021653.25723,-75.65151,45.33168,2017,2017-03-24,8:08:00 AM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
125,AIRPORT PKWY btwn RAMP & RAMP (4),371302.34810,5021629.80995,-75.65157,45.33147,2017,2017-12-16,4:24:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,05 - Turning movement
126,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,369821.38003,5025787.97863,-75.66992,45.36902,2017,2017-07-17,3:21:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
127,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,369939.02529,5025692.76811,-75.66843,45.36815,2017,2017-07-31,10:44:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
128,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,369994.82361,5025631.88133,-75.66772,45.36760,2017,2017-09-27,3:48:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
129,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,370060.88903,5025553.07154,-75.66689,45.36688,2017,2017-03-21,7:02:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
130,AIRPORT PKWY SB ON RAMPS @ HUNT CLUB RD,371012.84596,5023629.43286,-75.65500,45.34948,2017,2017-05-31,9:02:00 AM,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
131,AIRPORT PKWY/ALERT/UPLANDS/LESTER/RAMP62 btwn LESTER RD & AIRPORT PKWY,371298.16790,5021617.92774,-75.65163,45.33136,2017,2017-11-22,2:32:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
132,AIRPORT PKWY/BRONSON/HERON RAMP 24 @ BRONSON A,368694.00680,5026732.12319,-75.68419,45.37762,2017,2017-08-07,11:35:00 AM,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
133,AIRPORT PKWY/BROOKFIELD RD @ FLANNERY DR/AIRPORT PKWY RAMPS 52A/53,368696.72496,5026292.71580,-75.68421,45.37366,2017,2017-01-26,8:49:00 AM,01 - Clear,01 - Dry,11 - Roundabout,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
134,AIRPORT PKWY/WALKLEY RD NB OFF RAMP @ WALKLEY RD,370078.24715,5025791.41701,-75.66664,45.36903,2017,2017-02-08,11:18:00 AM,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
135,AKERSON RD @ MICHAEL COWPLAND DR,353916.77590,5016238.03260,-75.87389,45.28438,2017,2017-08-22,9:48:00 AM,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
136,AKERSON RD btwn BARRICK HILL RD & MICHAEL COWPLAND DR,353940.97000,5016167.04200,-75.87359,45.28374,2017,2017-08-14,12:02:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,01 - Approaching
137,AKERSON RD/CARRONBRIDGE CIR @ COPE DR,354386.95143,5015808.89215,-75.86794,45.28049,2017,2017-09-21,5:35:00 PM,01 - Clear,01 - Dry,10 - No control,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
138,ALADDIN LANE @ ALBION RD,372584.73540,5022591.87613,-75.63508,45.34000,2017,2017-02-15,12:04:00 AM,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
139,ALASKEN DR @ KELLY FARM DR,375434.60600,5019917.44100,-75.59910,45.31565,2017,2017-10-20,9:09:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle
140,ALASKEN DR btwn KELLY FARM DR & NO NAME,375501.18360,5019954.08389,-75.59825,45.31598,2017,2017-06-23,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
141,ALBANY DR btwn EDGELAND PL & AGINCOURT RD,363290.86560,5025104.03745,-75.75336,45.36344,2017,2017-01-20,12:00:00 AM,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle
142,ALBERNI ST btwn SUNRIDGE LANE & DEEVY ST,363573.58173,5015455.54114,-75.75090,45.27660,2017,2017-10-21,1:32:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
143,ALBERT ST @ BANK ST,367386.03055,5031423.57360,-75.70029,45.41995,2017,2017-06-16,11:51:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
144,ALBERT ST @ BANK ST,367385.39363,5031423.00705,-75.70030,45.41994,2017,2017-07-05,8:09:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe
145,ALBERT ST @ BANK ST,367384.69276,5031425.58029,-75.70031,45.41997,2017,2017-10-10,9:40:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other
146,ALBERT ST @ BANK ST,367385.70300,5031423.57700,-75.70029,45.41995,2017,2017-01-11,9:39:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other
147,ALBERT ST @ BANK ST,367385.69540,5031423.57225,-75.70029,45.41995,2017,2017-11-26,10:25:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
148,ALBERT ST @ BAY ST,366942.22203,5031144.29666,-75.70600,45.41747,2017,2017-09-21,10:48:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle
149,ALBERT ST @ BAY ST,366941.60992,5031143.85797,-75.70600,45.41747,2017,2017-01-23,9:30:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
150,ALBERT ST @ BOOTH ST,366428.35875,5030625.89770,-75.71263,45.41286,2017,2017-06-02,2:35:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other
151,ALBERT ST @ BOOTH ST,366429.02765,5030626.56660,-75.71262,45.41286,2017,2017-05-11,9:18:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
152,ALBERT ST @ BOOTH ST,366427.68986,5030625.89770,-75.71263,45.41286,2017,2017-07-11,4:40:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
153,ALBERT ST @ BOOTH ST,366429.16657,5030625.38317,-75.71261,45.41285,2017,2017-08-27,10:59:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
154,ALBERT ST @ BOOTH ST,366430.36544,5030626.56660,-75.71260,45.41286,2017,2017-07-10,10:55:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
155,ALBERT ST @ BOOTH ST,366427.77472,5030626.79622,-75.71263,45.41286,2017,2017-07-23,3:00:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
156,ALBERT ST @ BOOTH ST,366429.63995,5030627.27666,-75.71261,45.41287,2017,2017-09-14,7:50:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
157,ALBERT ST @ BOOTH ST,366429.69654,5030626.56660,-75.71261,45.41286,2017,2017-10-31,4:27:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
158,ALBERT ST @ BOOTH ST,366428.69320,5030626.80555,-75.71262,45.41286,2017,2017-12-12,9:21:00 AM,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
159,ALBERT ST @ BOOTH ST,366427.68986,5030627.90439,-75.71263,45.41287,2017,2017-11-17,10:04:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
160,ALBERT ST @ BOOTH ST,366429.16657,5030625.38317,-75.71261,45.41285,2017,2017-12-07,8:51:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,05 - Turning movement
161,ALBERT ST @ BOOTH ST,366429.44367,5030627.69230,-75.71261,45.41287,2017,2017-02-03,3:41:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
162,ALBERT ST @ BOOTH ST,366428.69320,5030626.56660,-75.71262,45.41286,2017,2017-01-20,8:59:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
163,ALBERT ST @ BOOTH ST,366429.44367,5030625.44090,-75.71261,45.41285,2017,2017-02-09,9:10:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
164,ALBERT ST @ BOOTH ST,366427.68986,5030627.23550,-75.71263,45.41287,2017,2017-02-15,10:54:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
165,ALBERT ST @ BOOTH ST,366428.35875,5030627.90439,-75.71263,45.41287,2017,2017-03-14,1:45:00 PM,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
166,ALBERT ST @ BOOTH ST,366429.44367,5030627.69230,-75.71261,45.41287,2017,2017-04-03,1:13:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
167,ALBERT ST @ BOOTH ST,366429.16657,5030625.85654,-75.71261,45.41285,2017,2017-12-23,2:08:00 PM,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
168,ALBERT ST @ BRICKHILL ST,366626.15123,5030800.78686,-75.71008,45.41441,2017,2017-09-08,3:31:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
169,ALBERT ST @ BRONSON AVE,366740.03875,5031017.91209,-75.70859,45.41636,2017,2017-06-13,4:39:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement
170,ALBERT ST @ COMMISSIONER ST,366714.03175,5030972.90779,-75.70893,45.41595,2017,2017-05-17,3:30:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
171,ALBERT ST @ COMMISSIONER ST,366714.70064,5030970.90110,-75.70892,45.41593,2017,2017-10-12,11:45:00 AM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
172,ALBERT ST @ COMMISSIONER ST,366714.03175,5030972.23890,-75.70893,45.41595,2017,2017-03-30,9:18:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
173,ALBERT ST @ COMMISSIONER ST,366714.64405,5030972.75343,-75.70892,45.41595,2017,2017-12-23,12:11:00 PM,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
174,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.04605,5031711.58140,-75.69431,45.42250,2017,2017-05-05,9:55:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe
175,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.04605,5031712.25030,-75.69431,45.42250,2017,2017-10-28,9:18:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other
176,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.25805,5031710.48850,-75.69431,45.42249,2017,2017-10-15,12:00:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
177,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.32447,5031711.68760,-75.69432,45.42250,2017,2017-10-15,11:58:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
178,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367849.70826,5031712.91919,-75.69433,45.42251,2017,2017-11-22,8:28:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
179,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367852.24616,5031711.45804,-75.69430,45.42250,2017,2017-11-10,11:48:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other
180,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.71160,5031711.58140,-75.69432,45.42250,2017,2017-01-27,10:07:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
181,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.74921,5031711.35984,-75.69432,45.42250,2017,2017-04-16,1:19:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other
182,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.04605,5031712.25030,-75.69431,45.42250,2017,2017-04-07,9:27:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other
183,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367850.32447,5031711.36151,-75.69432,45.42250,2017,2017-04-14,4:01:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
184,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.71494,5031712.25030,-75.69430,45.42250,2017,2017-02-27,11:12:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other
185,ALBERT ST @ EMPRESS AVE,366576.70100,5030720.32675,-75.71072,45.41369,2017,2017-09-19,3:32:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
186,ALBERT ST @ EMPRESS AVE,366577.17890,5030720.32675,-75.71071,45.41369,2017,2017-11-08,12:58:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
187,ALBERT ST @ EMPRESS AVE,366577.45147,5030720.94093,-75.71071,45.41370,2017,2017-03-01,12:00:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
188,ALBERT ST @ EMPRESS AVE,366577.03545,5030721.23460,-75.71071,45.41370,2017,2017-03-13,9:31:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
189,ALBERT ST @ KENT ST (OTTAWA),367221.18530,5031320.59250,-75.70241,45.41904,2017,2017-05-01,4:15:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
190,ALBERT ST @ KENT ST (OTTAWA),367220.02256,5031320.24240,-75.70242,45.41903,2017,2017-02-09,2:17:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end
191,ALBERT ST @ KENT ST (OTTAWA),367222.02925,5031320.24240,-75.70240,45.41903,2017,2017-04-19,12:39:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
192,ALBERT ST @ LYON ST,367061.75345,5031219.34721,-75.70446,45.41814,2017,2017-09-12,7:47:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
193,ALBERT ST @ LYON ST,367062.36575,5031220.92169,-75.70445,45.41815,2017,2017-04-21,7:16:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
194,ALBERT ST @ METCALFE ST,367691.18083,5031614.39073,-75.69637,45.42164,2017,2017-10-25,1:13:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
195,ALBERT ST @ METCALFE ST,367691.70050,5031614.12835,-75.69636,45.42163,2017,2017-09-29,1:21:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
196,ALBERT ST @ METCALFE ST,367691.36605,5031613.58190,-75.69636,45.42163,2017,2017-12-04,4:56:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,02 - Non-fatal injury,07 - SMV other
197,ALBERT ST @ METCALFE ST,367687.99680,5031614.81647,-75.69641,45.42164,2017,2017-02-08,9:30:00 AM,01 - Clear,04 - Slush,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
198,ALBERT ST @ METCALFE ST,367691.70050,5031612.86505,-75.69636,45.42162,2017,2017-12-27,5:15:00 PM,04 - Freezing Rain,06 - Ice,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement
199,ALBERT ST @ O'CONNOR ST,367539.24895,5031520.57300,-75.69832,45.42081,2017,2017-09-05,6:00:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
200,ALBERT ST @ O'CONNOR ST,367537.74671,5031519.85615,-75.69834,45.42080,2017,2017-09-17,8:03:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe
201,ALBERT ST @ O'CONNOR ST,367538.22460,5031521.28985,-75.69833,45.42081,2017,2017-09-16,2:34:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
202,ALBERT ST @ O'CONNOR ST,367539.03695,5031520.57300,-75.69832,45.42081,2017,2017-10-27,7:38:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
203,ALBERT ST @ O'CONNOR ST,367538.25154,5031520.34752,-75.69833,45.42080,2017,2017-11-27,8:12:00 AM,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
204,ALBERT ST @ O'CONNOR ST,367538.70250,5031522.44917,-75.69833,45.42082,2017,2017-03-14,6:17:00 PM,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
205,ALBERT ST @ PERKINS ST,366534.02636,5030696.91109,-75.71127,45.41348,2017,2017-11-08,10:58:00 AM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other
206,ALBERT ST @ PRESTON ST,366160.21484,5030465.93900,-75.71607,45.41144,2017,2017-05-27,6:21:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
207,ALBERT ST @ PRESTON ST,366161.03145,5030465.90879,-75.71606,45.41144,2017,2017-06-06,5:00:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
